Date,Sentiment Score,Open,High,Low,Close,Volume,RSI,MACD,MACD Signal,Forward PE,T5YIE,FEDFUNDS,SP500,EUR=X,XLF,Next Day High
2019-05-09,9.49502e-05,111.13999938964844,112.73999786376952,110.58000183105467,112.5199966430664,12205900.0,54.2124414768219,1.9114448660485688,2.43201772184528,9.972146,1.73,2.39,2870.72,0.892989993095398,27.299999237060547,112.83999633789062
2019-05-10,2.4437904e-06,111.75,112.83999633789062,110.54000091552734,112.51000213623048,13189000.0,54.164575911740144,1.6817579588231837,2.281965769240861,9.972146,1.75,2.39,2881.4,0.8910999894142151,27.479999542236328,112.83999633789062
2019-05-11,9.834766e-06,111.75,112.83999633789062,110.54000091552734,112.51000213623048,13189000.0,54.164575911740144,1.6817579588231837,2.281965769240861,9.972146,1.75,2.39,2881.4,0.8910999894142151,27.479999542236328,112.83999633789062
2019-05-12,2.4497509e-05,111.75,112.83999633789062,110.54000091552734,112.51000213623048,13189000.0,54.164575911740144,1.6817579588231837,2.281965769240861,9.972146,1.75,2.39,2881.4,0.8910999894142151,27.479999542236328,110.4499969482422
2019-05-13,0.0,110.08000183105467,110.4499969482422,108.9800033569336,109.4499969482422,13783700.0,41.95167123438679,1.2385355184073887,2.0732797190741663,9.972146,1.73,2.39,2811.87,0.889959990978241,26.68000030517578,111.72000122070312
2019-05-14,8.881092e-06,109.5500030517578,111.72000122070312,109.5,110.31999969482422,10503600.0,45.7003949627811,0.9465690332687018,1.8479375819130732,9.972146,1.75,2.39,2834.41,0.8902699947357178,26.88999938964844,110.9000015258789
2019-05-15,5.543232e-06,109.20999908447266,110.9000015258789,108.61000061035156,109.9000015258789,10142000.0,44.215883754469615,0.673529123648521,1.613055890260163,9.972146,1.74,2.39,2850.96,0.8924999833106995,26.790000915527344,112.16999816894533
2019-05-16,0.0,110.62000274658205,112.16999816894533,110.58999633789062,111.30999755859376,9672700.0,50.078679561974894,0.5644117369700865,1.4033270596021477,9.972146,1.75,2.39,2876.32,0.8922799825668335,27.059999465942383,111.75
2019-05-17,-1.2516975e-05,110.0,111.75,109.83000183105467,110.7699966430664,9570100.0,47.99812195522819,0.4294118682543768,1.2085440213325935,9.972146,1.71,2.39,2859.53,0.8949699997901917,26.8799991607666,111.75
2019-05-18,7.56979e-06,110.0,111.75,109.83000183105467,110.7699966430664,9570100.0,47.99812195522819,0.4294118682543768,1.2085440213325935,9.972146,1.71,2.39,2859.53,0.8949699997901917,26.8799991607666,111.75
2019-05-19,-0.0013898015,110.0,111.75,109.83000183105467,110.7699966430664,9570100.0,47.99812195522819,0.4294118682543768,1.2085440213325935,9.972146,1.71,2.39,2859.53,0.8949699997901917,26.8799991607666,111.80999755859376
2019-05-20,0.0,110.58000183105467,111.80999755859376,110.37000274658205,111.3499984741211,8518200.0,50.382532436533445,0.3650171101338486,1.0398386390928445,9.972146,1.71,2.39,2840.23,0.8956300020217896,26.90999984741211,111.91999816894533
2019-05-21,-4.6491623e-06,111.44000244140624,111.91999816894533,111.22000122070312,111.7300033569336,7967900.0,51.937470564035074,0.3407194172423118,0.9000147947227379,9.972146,1.72,2.39,2864.36,0.8953700065612793,27.190000534057617,111.79000091552734
2019-05-22,1.4364719e-05,111.4000015258789,111.79000091552734,110.75,110.81999969482422,7918900.0,48.05377916839868,0.2452070361790532,0.769053243014001,9.972146,1.68,2.39,2856.27,0.8953700065612793,27.030000686645508,109.79000091552734
2019-05-23,6.377697e-06,109.63999938964844,109.79000091552734,107.5,108.63999938964844,14558000.0,40.28271118654608,-0.0063221418324417,0.6139781660447124,9.972146,1.62,2.39,2822.24,0.8964200019836426,26.64999961853028,109.95999908447266
2019-05-24,-5.185604e-06,109.5199966430664,109.95999908447266,109.19000244140624,109.70999908447266,8537300.0,44.98536669008933,-0.117961013430019,0.4675903301497661,9.972146,1.62,2.39,2826.06,0.8940899968147278,26.86000061035156,109.95999908447266
2019-05-25,6.4373016e-06,109.5199966430664,109.95999908447266,109.19000244140624,109.70999908447266,8537300.0,44.98536669008933,-0.117961013430019,0.4675903301497661,9.972146,1.62,2.39,2826.06,0.8940899968147278,26.86000061035156,109.95999908447266
2019-05-26,6.4373016e-06,109.5199966430664,109.95999908447266,109.19000244140624,109.70999908447266,8537300.0,44.98536669008933,-0.117961013430019,0.4675903301497661,9.972146,1.62,2.39,2826.06,0.8940899968147278,26.86000061035156,109.95999908447266
2019-05-27,5.4836273e-06,109.5199966430664,109.95999908447266,109.19000244140624,109.70999908447266,8537300.0,44.98536669008933,-0.117961013430019,0.4675903301497661,9.972146,1.62,2.39,2826.06,0.8920900225639343,26.86000061035156,109.83000183105467
2019-05-28,4.827976e-06,109.1999969482422,109.83000183105467,108.44000244140624,108.5199966430664,11665500.0,41.10815143645678,-0.299012050452788,0.3142698540292553,9.972146,1.58,2.39,2802.39,0.8933500051498413,26.549999237060547,108.4000015258789
2019-05-29,-5.9604645e-08,107.4499969482422,108.4000015258789,107.05999755859376,108.22000122070312,9966400.0,40.168248509953926,-0.4613848675628276,0.1591389097108387,9.972146,1.59,2.39,2783.02,0.8952000141143799,26.5,109.18000030517578
2019-05-30,2.6881695e-05,108.6500015258789,109.18000030517578,106.54000091552734,107.05999755859376,10367800.0,36.67628417824646,-0.6758779951242815,-0.0078644712561853,9.972146,1.59,2.39,2788.86,0.8978800177574158,26.40999984741211,106.58999633789062
2019-05-31,1.50203705e-05,105.55999755859376,106.58999633789062,104.83999633789062,105.95999908447266,10952800.0,33.68573886561242,-0.9239750189826736,-0.191086580801483,9.972146,1.58,2.39,2752.06,0.8983799815177917,26.01000022888184,106.58999633789062
2019-06-01,-7.688999e-06,105.55999755859376,106.58999633789062,104.83999633789062,105.95999908447266,10952800.0,33.68573886561242,-0.9239750189826736,-0.191086580801483,9.972146,1.58,2.38,2752.06,0.8983799815177917,26.01000022888184,106.58999633789062
2019-06-02,-1.8417835e-05,105.55999755859376,106.58999633789062,104.83999633789062,105.95999908447266,10952800.0,33.68573886561242,-0.9239750189826736,-0.191086580801483,9.972146,1.58,2.38,2752.06,0.8983799815177917,26.01000022888184,106.86000061035156
2019-06-03,2.5629997e-06,105.8000030517578,106.86000061035156,105.3000030517578,106.45999908447266,11680700.0,36.23102774900191,-1.06793735939614,-0.3664567365204144,9.972146,1.56,2.38,2744.45,0.8949300050735474,26.18000030517578,109.9000015258789
2019-06-04,1.0311604e-05,107.8499984741211,109.9000015258789,107.12999725341795,109.73999786376952,12858600.0,49.83385630667824,-0.906905816250287,-0.4745465524663889,9.972146,1.59,2.38,2803.27,0.8891800045967102,26.88999938964844,110.37999725341795
2019-06-05,4.2915344e-06,109.86000061035156,110.37999725341795,108.63999938964844,110.12999725341795,8340500.0,51.16769095890976,-0.7392953303805854,-0.5274963080492282,9.972146,1.59,2.38,2826.15,0.8885700106620789,27.059999465942383,110.87000274658205
2019-06-06,6.914139e-06,110.1500015258789,110.87000274658205,108.93000030517578,110.37000274658205,8726700.0,52.01327031113591,-0.5804058182886109,-0.5380782100971048,9.972146,1.58,2.38,2843.49,0.8905500173568726,27.15999984741211,110.0199966430664
2019-06-07,2.9802322e-07,109.6999969482422,110.0199966430664,108.95999908447266,109.16000366210938,10618900.0,47.543484986865856,-0.5458295654874235,-0.5396284811751685,9.972146,1.61,2.38,2873.34,0.8867999911308289,27.1200008392334,110.0199966430664
2019-06-08,-9.775162e-06,109.6999969482422,110.0199966430664,108.95999908447266,109.16000366210938,10618900.0,47.543484986865856,-0.5458295654874235,-0.5396284811751685,9.972146,1.61,2.38,2873.34,0.8867999911308289,27.1200008392334,110.0199966430664
2019-06-09,2.7418137e-06,109.6999969482422,110.0199966430664,108.95999908447266,109.16000366210938,10618900.0,47.543484986865856,-0.5458295654874235,-0.5396284811751685,9.972146,1.61,2.38,2873.34,0.8867999911308289,27.1200008392334,111.20999908447266
2019-06-10,-1.0848045e-05,110.75,111.20999908447266,110.22000122070312,110.33999633789062,11380600.0,51.88583118875452,-0.4183891589228921,-0.5153806167247132,9.972146,1.6,2.38,2886.73,0.8833799958229065,27.350000381469727,111.56999969482422
2019-06-11,1.0311604e-05,110.81999969482422,111.56999969482422,110.37000274658205,110.68000030517578,9847700.0,53.09079076944201,-0.2866518953191246,-0.4696348724435955,9.972146,1.57,2.38,2885.72,0.8835399746894836,27.36000061035156,110.9000015258789
2019-06-12,1.0311604e-05,110.6999969482422,110.9000015258789,108.88999938964844,109.2699966430664,9670500.0,47.75013004310669,-0.2926511758511765,-0.4342381331251117,9.972146,1.53,2.38,2879.84,0.8826500177383423,27.09000015258789,110.16000366210938
2019-06-13,-1.9609928e-05,109.45999908447266,110.16000366210938,109.0500030517578,109.54000091552734,8406900.0,48.81201844991065,-0.2724776083697122,-0.4018860281740318,9.972146,1.51,2.38,2891.64,0.8852999806404114,27.18000030517578,110.3000030517578
2019-06-14,3.0994415e-06,109.56999969482422,110.3000030517578,108.62999725341795,109.81999969482422,9077400.0,49.94803582936533,-0.2312308638933728,-0.3677549953179,9.972146,1.48,2.38,2886.98,0.886489987373352,27.239999771118164,110.3000030517578
2019-06-15,-2.3245811e-06,109.56999969482422,110.3000030517578,108.62999725341795,109.81999969482422,9077400.0,49.94803582936533,-0.2312308638933728,-0.3677549953179,9.972146,1.48,2.38,2886.98,0.886489987373352,27.239999771118164,110.3000030517578
2019-06-16,-6.7949295e-06,109.56999969482422,110.3000030517578,108.62999725341795,109.81999969482422,9077400.0,49.94803582936533,-0.2312308638933728,-0.3677549953179,9.972146,1.48,2.38,2886.98,0.886489987373352,27.239999771118164,110.37000274658205
2019-06-17,9.536743e-07,109.6999969482422,110.37000274658205,109.05999755859376,109.22000122070312,8128600.0,47.51458485470292,-0.2441430550296104,-0.3430326072602421,9.972146,1.45,2.38,2889.67,0.8914999961853027,26.989999771118164,111.41000366210938
2019-06-18,-1.4543533e-05,109.01000213623048,111.41000366210938,108.9800033569336,110.70999908447266,11057300.0,53.56481074561208,-0.1326169586102423,-0.3009494775302422,9.972146,1.49,2.38,2917.75,0.8909000158309937,27.350000381469727,111.58999633789062
2019-06-19,-1.3709068e-06,110.81999969482422,111.58999633789062,109.6999969482422,109.91000366210938,13126500.0,50.217654996790685,-0.1075449571185203,-0.2622685734478978,9.972146,1.53,2.38,2926.46,0.8930000066757202,27.299999237060547,111.08999633789062
2019-06-20,5.841255e-06,110.87999725341795,111.08999633789062,109.02999877929688,110.19000244140624,13638000.0,51.36320645261657,-0.0643399825914201,-0.2226828552766023,9.972146,1.58,2.38,2954.18,0.8898000121116638,27.420000076293945,111.66999816894533
2019-06-21,0.0,110.19000244140624,111.66999816894533,109.08999633789062,109.44000244140624,27089500.0,48.166007175060976,-0.0895857719779797,-0.1960634386168778,9.972146,1.6,2.38,2950.46,0.8852999806404114,27.21999931335449,111.66999816894533
2019-06-22,9.715557e-06,110.19000244140624,111.66999816894533,109.08999633789062,109.44000244140624,27089500.0,48.166007175060976,-0.0895857719779797,-0.1960634386168778,9.972146,1.6,2.38,2950.46,0.8852999806404114,27.21999931335449,111.66999816894533
2019-06-23,0.0,110.19000244140624,111.66999816894533,109.08999633789062,109.44000244140624,27089500.0,48.166007175060976,-0.0895857719779797,-0.1960634386168778,9.972146,1.6,2.38,2950.46,0.8852999806404114,27.21999931335449,109.7699966430664
2019-06-24,-6.6161156e-06,109.27999877929688,109.7699966430664,108.54000091552734,108.66000366210938,13039600.0,45.02689442040902,-0.1705664409628866,-0.1909640390860795,9.972146,1.57,2.38,2945.35,0.8783699870109558,27.11000061035156,108.9800033569336
2019-06-25,-0.0013898015,108.68000030517578,108.9800033569336,107.66999816894533,107.76000213623048,18660100.0,41.65361027649996,-0.3038640504546492,-0.2135440413597935,9.972146,1.52,2.38,2917.38,0.8771700263023376,27.020000457763672,109.30999755859376
2019-06-26,-4.351139e-06,108.3000030517578,109.30999755859376,108.16000366210938,108.4800033569336,10324600.0,45.19118799653344,-0.3474006664909268,-0.2403153663860201,9.972146,1.56,2.38,2913.78,0.8795099854469299,26.96999931335449,109.5500030517578
2019-06-27,4.529953e-06,108.83999633789062,109.5500030517578,108.44000244140624,108.83999633789062,10906600.0,46.923939041431126,-0.3488341801012069,-0.2620191291290575,9.972146,1.53,2.38,2924.92,0.8791400194168091,27.209999084472656,112.43000030517578
2019-06-28,1.4066696e-05,111.04000091552734,112.43000030517578,110.9000015258789,111.8000030517578,21634700.0,58.532470640846455,-0.1098560933039038,-0.2315865219640268,9.972146,1.53,2.38,2941.76,0.8792799711227417,27.600000381469727,112.43000030517578
2019-06-29,0.0,111.04000091552734,112.43000030517578,110.9000015258789,111.8000030517578,21634700.0,58.532470640846455,-0.1098560933039038,-0.2315865219640268,9.972146,1.53,2.38,2941.76,0.8792799711227417,27.600000381469727,112.43000030517578
2019-06-30,0.0,111.04000091552734,112.43000030517578,110.9000015258789,111.8000030517578,21634700.0,58.532470640846455,-0.1098560933039038,-0.2315865219640268,9.972146,1.53,2.38,2941.76,0.8792799711227417,27.600000381469727,114.5199966430664
2019-07-01,0.0,113.2300033569336,114.5199966430664,113.08000183105467,113.68000030517578,12724500.0,63.92869135018688,0.22860066264532,-0.1395490850421574,9.972146,1.53,2.4,2964.33,0.8798999786376953,27.93000030517578,114.1999969482422
2019-07-02,0.0,113.51000213623048,114.1999969482422,113.22000122070312,113.8000030517578,10174900.0,64.24850310941672,0.5007410676018935,-0.0114910545133471,9.972146,1.5,2.4,2973.01,0.8859400153160095,27.86000061035156,113.87000274658205
2019-07-03,1.6152859e-05,113.33999633789062,113.87000274658205,112.26000213623048,112.81999969482422,6849400.0,59.60112460610764,0.6300731277115972,0.1168217819316417,9.972146,1.51,2.4,2995.82,0.8855000138282776,28.07999992370605,113.87000274658205
2019-07-04,0.0,113.33999633789062,113.87000274658205,112.26000213623048,112.81999969482422,6849400.0,59.60112460610764,0.6300731277115972,0.1168217819316417,9.972146,1.51,2.4,2995.82,0.8859000205993652,28.07999992370605,114.2699966430664
2019-07-05,0.0,113.51000213623048,114.2699966430664,112.91999816894533,113.48999786376952,7929400.0,61.643853516591705,0.7776684916711076,0.2489911238795348,9.972146,1.55,2.4,2990.41,0.8860700130462646,28.15999984741211,114.2699966430664
2019-07-06,0.0,113.51000213623048,114.2699966430664,112.91999816894533,113.48999786376952,7929400.0,61.643853516591705,0.7776684916711076,0.2489911238795348,9.972146,1.55,2.4,2990.41,0.8860700130462646,28.15999984741211,114.2699966430664
2019-07-07,0.0,113.51000213623048,114.2699966430664,112.91999816894533,113.48999786376952,7929400.0,61.643853516591705,0.7776684916711076,0.2489911238795348,9.972146,1.55,2.4,2990.41,0.8860700130462646,28.15999984741211,113.4800033569336
2019-07-08,1.7285347e-06,112.95999908447266,113.4800033569336,112.5,112.87000274658205,6917200.0,58.68665711701322,0.8349852661467025,0.3661899523329684,9.972146,1.55,2.4,2975.95,0.8906800150871277,28.020000457763672,113.48999786376952
2019-07-09,2.9325485e-05,112.27999877929688,113.48999786376952,112.1500015258789,113.3499984741211,8947300.0,60.27550584485631,0.9086663267942754,0.4746852272252298,9.972146,1.56,2.4,2979.63,0.8915799856185913,28.06999969482422,113.83000183105467
2019-07-10,-6.4373016e-06,113.37000274658205,113.83000183105467,112.73999786376952,113.0199966430664,9242300.0,58.60670997478115,0.9297135493053048,0.5656908916412449,9.972146,1.59,2.4,2993.07,0.8921999931335449,27.96999931335449,114.36000061035156
2019-07-11,-3.9339066e-06,113.37000274658205,114.36000061035156,113.12000274658205,114.0999984741211,11595200.0,62.28672371965494,1.0217625044701035,0.6569052142070166,9.972146,1.63,2.4,2999.91,0.888189971446991,28.1299991607666,115.3499984741211
2019-07-12,3.695488e-06,114.12999725341795,115.3499984741211,113.93000030517578,115.3000030517578,10783400.0,65.91292815415457,1.1779634754851145,0.7611168664626362,9.972146,1.62,2.4,3013.77,0.888700008392334,28.31999969482422,115.3499984741211
2019-07-13,0.0,114.12999725341795,115.3499984741211,113.93000030517578,115.3000030517578,10783400.0,65.91292815415457,1.1779634754851145,0.7611168664626362,9.972146,1.62,2.4,3013.77,0.888700008392334,28.31999969482422,115.3499984741211
2019-07-14,0.0,114.12999725341795,115.3499984741211,113.93000030517578,115.3000030517578,10783400.0,65.91292815415457,1.1779634754851145,0.7611168664626362,9.972146,1.62,2.4,3013.77,0.888700008392334,28.31999969482422,115.56999969482422
2019-07-15,0.0,115.54000091552734,115.56999969482422,113.52999877929688,113.9000015258789,12946600.0,58.80851040405511,1.1752380350366138,0.8439411001774317,9.972146,1.61,2.4,3014.3,0.88714998960495,28.15999984741211,115.5
2019-07-16,2.43783e-05,113.4800033569336,115.5,112.91999816894533,115.12000274658205,16945000.0,62.59236608833884,1.25703172710557,0.9265592255630594,9.972146,1.63,2.4,3004.04,0.8879600167274475,28.09000015258789,114.94000244140624
2019-07-17,0.0,114.43000030517578,114.94000244140624,113.7300033569336,113.98999786376952,13120900.0,57.33850960716656,1.2166471165408694,0.9845768037586212,9.972146,1.6,2.4,2984.42,0.8918799757957458,27.850000381469727,115.06999969482422
2019-07-18,0.0,113.93000030517578,115.06999969482422,113.5500030517578,114.66999816894533,9397200.0,59.53942024008304,1.2253868663228218,1.0327388162714617,9.972146,1.6,2.4,2995.11,0.890500009059906,28.059999465942383,115.12000274658205
2019-07-19,8.285046e-06,114.88999938964844,115.12000274658205,113.4000015258789,113.54000091552734,10402800.0,54.50705592747494,1.128127494895594,1.051816551996288,9.972146,1.6,2.4,2976.61,0.8879799842834473,27.940000534057617,115.12000274658205
2019-07-20,0.0,114.88999938964844,115.12000274658205,113.4000015258789,113.54000091552734,10402800.0,54.50705592747494,1.128127494895594,1.051816551996288,9.972146,1.6,2.4,2976.61,0.8879799842834473,27.940000534057617,115.12000274658205
2019-07-21,3.6358833e-06,114.88999938964844,115.12000274658205,113.4000015258789,113.54000091552734,10402800.0,54.50705592747494,1.128127494895594,1.051816551996288,9.972146,1.6,2.4,2976.61,0.8879799842834473,27.940000534057617,114.4499969482422
2019-07-22,0.0,112.91000366210938,114.4499969482422,112.7699966430664,114.2699966430664,9061100.0,57.03358447861781,1.0973042562888224,1.0609140928547949,9.972146,1.59,2.4,2985.03,0.8913999795913696,28.0,116.4499969482422
2019-07-23,1.5199184e-05,114.87999725341795,116.4499969482422,114.81999969482422,116.36000061035156,12752200.0,63.31527962304551,1.227374066664808,1.0942060876167976,9.972146,1.61,2.4,3005.47,0.8923699855804443,28.290000915527344,116.87999725341795
2019-07-24,6.4373016e-06,115.58000183105467,116.87999725341795,115.5199966430664,116.83000183105467,10011000.0,64.56974469112987,1.3527864192757022,1.1459221539485784,9.972146,1.59,2.4,3019.56,0.8967599868774414,28.57999992370605,117.23999786376952
2019-07-25,1.7881393e-05,116.88999938964844,117.23999786376952,115.31999969482422,115.70999908447266,10138400.0,59.360489666581614,1.34628264259932,1.1859942516787267,9.972146,1.6,2.4,3003.67,0.8974699974060059,28.3799991607666,116.51000213623048
2019-07-26,1.0371208e-05,115.7699966430664,116.51000213623048,115.52999877929688,116.22000122070312,12800400.0,60.90710384376251,1.3665287698302535,1.2221011553090322,9.972146,1.57,2.4,3025.86,0.8971700072288513,28.690000534057617,116.51000213623048
2019-07-27,0.0,115.7699966430664,116.51000213623048,115.52999877929688,116.22000122070312,12800400.0,60.90710384376251,1.3665287698302535,1.2221011553090322,9.972146,1.57,2.4,3025.86,0.8971700072288513,28.690000534057617,116.51000213623048
2019-07-28,0.0,115.7699966430664,116.51000213623048,115.52999877929688,116.22000122070312,12800400.0,60.90710384376251,1.3665287698302535,1.2221011553090322,9.972146,1.57,2.4,3025.86,0.8971700072288513,28.690000534057617,117.18000030517578
2019-07-29,1.21593475e-05,116.45999908447266,117.18000030517578,115.79000091552734,115.8499984741211,8500400.0,59.14839431785598,1.337302254174645,1.2451413750821547,9.972146,1.57,2.4,3020.97,0.8982999920845032,28.46999931335449,116.08000183105467
2019-07-30,-4.827976e-06,115.19000244140624,116.08000183105467,114.76000213623048,115.58999633789062,7121100.0,57.8835474264208,1.2784231640423371,1.2517977328741912,9.972146,1.58,2.4,3013.18,0.8974199891090393,28.38999938964844,116.18000030517578
2019-07-31,1.6450882e-05,116.0999984741211,116.18000030517578,114.86000061035156,116.0,13648000.0,59.359425037901424,1.250430742664875,1.251524334832328,9.972146,1.56,2.4,2980.38,0.8962200284004211,28.25,116.8000030517578
2019-08-01,1.758337e-05,115.33000183105467,116.8000030517578,112.5999984741211,112.94000244140624,15664500.0,46.31468794516716,0.9701470660549348,1.1952488810768491,9.972146,1.47,2.13,2953.56,0.9031999707221984,27.61000061035156,113.43000030517578
2019-08-02,0.0,112.4000015258789,113.43000030517578,111.4000015258789,112.93000030517578,11025500.0,46.278887788528046,0.7386978946976512,1.1039386838010097,9.972146,1.45,2.13,2932.05,0.902620017528534,27.600000381469727,113.43000030517578
2019-08-03,0.0,112.4000015258789,113.43000030517578,111.4000015258789,112.93000030517578,11025500.0,46.278887788528046,0.7386978946976512,1.1039386838010097,9.972146,1.45,2.13,2932.05,0.902620017528534,27.600000381469727,113.43000030517578
2019-08-04,0.0,112.4000015258789,113.43000030517578,111.4000015258789,112.93000030517578,11025500.0,46.278887788528046,0.7386978946976512,1.1039386838010097,9.972146,1.45,2.13,2932.05,0.902620017528534,27.600000381469727,110.9800033569336
2019-08-05,-7.8082085e-06,110.79000091552734,110.9800033569336,108.2699966430664,109.56999969482422,15855300.0,36.16558603248704,0.2809106274843032,0.9393330725376684,9.972146,1.39,2.13,2844.74,0.9002500176429749,26.68000030517578,110.5
2019-08-06,8.285046e-06,110.0500030517578,110.5,108.33999633789062,110.43000030517578,10203500.0,39.79224385198997,-0.0123518337799879,0.7489960912741371,9.972146,1.4,2.13,2881.77,0.8893799781799316,27.11000061035156,108.27999877929688
2019-08-07,5.3048134e-06,108.0,108.27999877929688,105.94000244140624,108.02999877929688,17320900.0,33.988809222840835,-0.4334282219200673,0.5125112286352962,9.972146,1.38,2.13,2883.98,0.892300009727478,26.75,110.08000183105467
2019-08-08,-1.7881393e-07,109.0500030517578,110.08000183105467,108.72000122070312,109.86000061035156,10903300.0,41.04879816413021,-0.6124089700149682,0.2875271889052433,9.972146,1.43,2.13,2938.09,0.8925099968910217,27.26000022888184,110.4499969482422
2019-08-09,-2.8133392e-05,109.3499984741211,110.4499969482422,108.29000091552734,109.73999786376952,9980800.0,40.74108688904328,-0.7552299009276027,0.0789757709386741,9.972146,1.44,2.13,2918.65,0.8938800096511841,27.170000076293945,110.4499969482422
2019-08-10,3.993511e-06,109.3499984741211,110.4499969482422,108.29000091552734,109.73999786376952,9980800.0,40.74108688904328,-0.7552299009276027,0.0789757709386741,9.972146,1.44,2.13,2918.65,0.8938800096511841,27.170000076293945,110.4499969482422
2019-08-11,-1.3709068e-06,109.3499984741211,110.4499969482422,108.29000091552734,109.73999786376952,9980800.0,40.74108688904328,-0.7552299009276027,0.0789757709386741,9.972146,1.44,2.13,2918.65,0.8938800096511841,27.170000076293945,108.51000213623048
2019-08-12,1.1503696e-05,108.44000244140624,108.51000213623048,107.20999908447266,107.68000030517578,9393700.0,35.78234036627678,-1.0228503226879724,-0.1413894477866552,9.972146,1.39,2.13,2883.75,0.8921800255775452,26.64999961853028,110.33000183105467
2019-08-13,6.3180923e-06,107.9499969482422,110.33000183105467,107.02999877929688,109.33999633789062,12124700.0,41.91729249797148,-1.0884466924239575,-0.3308008967141156,9.972146,1.44,2.13,2926.32,0.8913999795913696,26.979999542236328,106.91000366210938
2019-08-14,1.1920929e-05,106.3000030517578,106.91000366210938,104.4499969482422,104.8000030517578,19491800.0,32.71267729208763,-1.4896006152713142,-0.5625608404255553,9.972146,1.36,2.13,2840.6,0.8946899771690369,25.979999542236328,106.37999725341795
2019-08-15,0.0,104.81999969482422,106.37999725341795,104.33999633789062,105.1999969482422,13365600.0,34.086000986094376,-1.7550111486627031,-0.8010509020729849,9.972146,1.34,2.13,2847.6,0.8974000215530396,26.11000061035156,107.9800033569336
2019-08-16,-2.503395e-06,106.37000274658205,107.9800033569336,105.87000274658205,107.72000122070312,11830600.0,42.103267401095,-1.7419277653552283,-0.9892262747294336,9.972146,1.34,2.13,2888.68,0.8998000025749207,26.56999969482422,107.9800033569336
2019-08-17,-7.1525574e-07,106.37000274658205,107.9800033569336,105.87000274658205,107.72000122070312,11830600.0,42.103267401095,-1.7419277653552283,-0.9892262747294336,9.972146,1.34,2.13,2888.68,0.8998000025749207,26.56999969482422,107.9800033569336
2019-08-18,1.3113022e-05,106.37000274658205,107.9800033569336,105.87000274658205,107.72000122070312,11830600.0,42.103267401095,-1.7419277653552283,-0.9892262747294336,9.972146,1.34,2.13,2888.68,0.8998000025749207,26.56999969482422,109.75
2019-08-19,2.2053719e-06,109.62999725341795,109.75,108.41999816894533,108.69000244140624,8265400.0,44.88231088530998,-1.634447207945911,-1.118270461372729,9.972146,1.36,2.13,2923.65,0.9014000296592712,26.84000015258789,108.44000244140624
2019-08-20,-5.6624413e-06,107.8499984741211,108.44000244140624,107.23999786376952,107.30999755859376,8374000.0,41.807697174100525,-1.641698474610891,-1.2229560640203614,9.972146,1.34,2.13,2900.51,0.9022700190544128,26.479999542236328,108.43000030517578
2019-08-21,0.0,108.20999908447266,108.43000030517578,107.4499969482422,107.61000061035156,8189300.0,42.72624284895054,-1.6047389845402478,-1.2993126481243389,9.972146,1.34,2.13,2924.43,0.9010800123214722,26.600000381469727,109.2699966430664
2019-08-22,0.0,108.37000274658205,109.2699966430664,107.93000030517578,108.72000122070312,9343400.0,46.11532949897829,-1.4689474381088274,-1.3332396061212364,9.972146,1.35,2.13,2922.95,0.9016500115394592,26.780000686645508,108.77999877929688
2019-08-23,1.335144e-05,108.0,108.77999877929688,105.11000061035156,106.0199966430664,14762300.0,39.92642981819323,-1.5612028886864664,-1.3788322626342824,9.972146,1.35,2.13,2847.11,0.9021999835968018,26.100000381469727,108.77999877929688
2019-08-24,3.33786e-06,108.0,108.77999877929688,105.11000061035156,106.0199966430664,14762300.0,39.92642981819323,-1.5612028886864664,-1.3788322626342824,9.972146,1.35,2.13,2847.11,0.9021999835968018,26.100000381469727,108.77999877929688
2019-08-25,6.4373016e-06,108.0,108.77999877929688,105.11000061035156,106.0199966430664,14762300.0,39.92642981819323,-1.5612028886864664,-1.3788322626342824,9.972146,1.35,2.13,2847.11,0.9021999835968018,26.100000381469727,106.98999786376952
2019-08-26,-3.4570694e-06,106.62000274658205,106.98999786376952,106.01000213623048,106.87000274658205,8209500.0,42.540816395969536,-1.547884559500332,-1.4126427220074924,9.972146,1.34,2.13,2878.38,0.8974199891090393,26.350000381469727,107.55999755859376
2019-08-27,1.347065e-05,107.3499984741211,107.55999755859376,104.83999633789062,105.73999786376952,14331800.0,40.04573028035343,-1.609953100681409,-1.4521047977422756,9.972146,1.36,2.13,2869.16,0.900600016117096,26.190000534057617,107.20999908447266
2019-08-28,7.390976e-06,105.08000183105467,107.20999908447266,105.04000091552734,106.8000030517578,10585500.0,43.39934764846595,-1.555676437315043,-1.472819125656829,9.972146,1.36,2.13,2887.94,0.9017099738121032,26.43000030517578,109.88999938964844
2019-08-29,-1.1920929e-05,108.13999938964844,109.88999938964844,108.0199966430664,109.22000122070312,10002200.0,50.24232637414103,-1.302375192570068,-1.4387303390394768,9.972146,1.39,2.13,2924.58,0.9020500183105468,26.82999992370605,110.55999755859376
2019-08-30,1.92523e-05,109.83999633789062,110.55999755859376,109.47000122070312,109.86000061035156,10170300.0,51.89859479945662,-1.0380238364865877,-1.358589038528899,9.972146,1.35,2.13,2926.46,0.9039999842643738,26.920000076293945,110.55999755859376
